monthly_charges,total_charges,contract_type,tenure,tech_support,churn
24.1,1711.1,two year,18,no,yes
82.38,3707.1,month-to-month,7,no,no
84.4,5992.4,one year,40,no,yes
109.8,7246.8,two year,47,yes,yes
110.54,3316.2,one year,33,no,no
108.28,1407.64,month-to-month,58,yes,no
71.87,1221.79,month-to-month,25,no,yes
109.63,3837.05,two year,1,no,no
100.35,5318.55,month-to-month,68,yes,no
61.28,3738.08,month-to-month,3,yes,yes
84.77,3475.57,month-to-month,11,,no
79.94,399.7,two year,37,no,no
116.6,4780.6,month-to-month,68,no,yes
20.04,761.52,one year,62,yes,yes
103.53,7040.04,one year,57,no,no
75.06,3152.52,one year,70,no,yes
91.66,2658.14,one year,55,yes,no
85.32,3668.76,month-to-month,28,no,yes
37.52,,,34,,no
114.57,7561.62,month-to-month,14,yes,yes
57.39,344.34,one year,62,no,no
77.06,5471.26,month-to-month,51,yes,yes
74.29,2525.86,two year,8,no,yes
61.58,1970.56,two year,45,yes,yes
64.01,4288.67,two year,13,yes,no
51.21,563.31,month-to-month,42,yes,no
79.87,1118.18,two year,69,no,no
94.65,5016.45,two year,10,yes,yes
42.44,466.84,one year,48,,no
90.24,5865.6,month-to-month,9,no,yes
92.27,3875.34,one year,48,no,no
47.35,2793.65,month-to-month,8,no,yes
115.74,462.96,month-to-month,18,yes,no
48.75,2486.25,month-to-month,27,no,no
,1918.18,month-to-month,46,no,yes
49.49,2326.03,month-to-month,36,yes,no
77.36,928.32,two year,47,,no
75.49,4604.89,one year,19,yes,no
24.06,192.48,one year,14,no,yes
62.29,1557.25,two year,42,no,no
40.99,655.84,one year,3,yes,no
85.49,512.94,month-to-month,4,no,yes
45.36,2721.6,month-to-month,49,yes,no
24.07,986.87,month-to-month,31,no,no
48.55,2233.3,month-to-month,36,no,no
114.02,6841.2,month-to-month,44,yes,no
69.84,3142.8,two year,65,,no
77.71,5284.28,month-to-month,58,yes,yes
100.3,2306.9,one year,49,yes,yes
87.91,439.55,one year,40,no,yes
78.08,1327.36,two year,36,yes,yes
77.06,616.48,one year,28,no,yes
49.99,299.94,month-to-month,29,yes,no
89.82,,month-to-month,41,no,no
79.71,3028.98,one year,63,no,yes
89.81,2694.3,one year,62,no,no
106.66,7146.22,one year,9,no,yes
74.14,963.82,one year,41,yes,yes
85.67,4197.83,month-to-month,24,yes,no
88.68,5852.88,month-to-month,58,,no
27.35,218.8,one year,71,no,no
55.62,111.24,two year,13,no,yes
53.73,3438.72,one year,42,yes,yes
74.66,1791.84,two year,9,yes,no
27.7,1717.4,,66,yes,no
89.19,1605.42,month-to-month,43,no,yes
78.24,78.24,one year,4,no,no
84.11,1093.43,two year,67,no,yes
81.18,1785.96,one year,72,yes,no
48.25,1785.25,month-to-month,58,yes,no
76.5,688.5,month-to-month,17,no,no
83.67,334.68,month-to-month,63,no,yes
96.33,,,18,no,no
33.01,2343.71,month-to-month,33,no,no
73.49,220.47,month-to-month,3,no,no
64.99,3769.42,two year,62,no,no
98.06,1667.02,one year,11,yes,no
,2661.75,one year,15,yes,yes
59.81,3050.31,one year,58,yes,no
47.42,1375.18,month-to-month,48,no,no
30.02,1801.2,month-to-month,15,yes,yes
114.79,3328.91,two year,53,,no
25.06,1653.96,month-to-month,40,no,no
61.89,3032.61,one year,43,yes,no
65.83,1184.94,two year,51,yes,no
88.51,1504.67,month-to-month,31,yes,no
20,940,one year,34,yes,no
36.36,509.04,one year,57,no,yes
96.6,4636.8,one year,15,yes,yes
31.78,222.46,month-to-month,50,yes,no
110.89,4768.27,two year,67,no,no
105.85,3810.6,month-to-month,13,yes,yes
43.57,,two year,58,yes,yes
22,1034,month-to-month,67,no,no
79.77,3908.73,one year,53,yes,no
60.71,728.52,month-to-month,48,yes,no
33.54,301.86,month-to-month,22,no,yes
73.81,1254.77,two year,2,yes,no
31.71,158.55,month-to-month,58,yes,no
31.82,2068.3,month-to-month,7,no,yes
45.29,543.48,one year,51,yes,no
42.65,2217.8,two year,24,no,no
36.41,873.84,one year,12,yes,no
117.6,8114.4,two year,57,yes,no
60.15,3248.1,month-to-month,33,no,no
68.86,3511.86,month-to-month,69,,yes
102.24,1431.36,month-to-month,42,yes,no
115.24,3802.92,month-to-month,13,yes,no
49.53,1931.67,one year,32,no,no
115.07,4142.52,month-to-month,60,,no
28.38,709.5,one year,42,yes,no
34.95,1607.7,two year,18,,no
88.69,2926.77,one year,23,no,no
78.33,626.64,one year,7,no,yes
25.57,1252.93,month-to-month,67,yes,yes
61.04,793.52,two year,3,yes,yes
104.04,520.2,month-to-month,50,no,no
50.15,1253.75,month-to-month,10,no,no
107.98,6370.82,one year,54,no,no
49.66,3078.92,two year,35,no,no
22.93,1375.8,one year,11,no,no
,1946.91,one year,8,yes,no
56.26,562.6,two year,38,yes,no
108.87,1959.66,two year,36,no,no
118.59,592.95,month-to-month,32,,no
33.27,2096.01,month-to-month,4,yes,yes
112.47,2474.34,two year,3,yes,no
118.92,5232.48,one year,30,no,no
45.35,1224.45,,41,yes,no
113.16,3168.48,one year,11,yes,no
111.95,6828.95,two year,25,no,no
75.02,4576.22,two year,14,yes,yes
27.01,1134.42,one year,15,yes,no
23.04,737.28,month-to-month,23,yes,no
78.14,3985.14,two year,25,yes,yes
39.81,318.48,one year,29,no,yes
79.11,5142.15,month-to-month,61,yes,yes
39.23,2393.03,month-to-month,21,yes,yes
20.55,924.75,two year,11,yes,yes
46.31,463.1,two year,60,no,yes
57.11,799.54,one year,68,yes,no
55.23,2319.66,month-to-month,28,no,yes
63.37,380.22,month-to-month,67,yes,yes
99.4,5964,one year,44,no,no
57.35,2580.75,month-to-month,21,yes,yes
60.19,2527.98,month-to-month,62,no,no
63.28,253.12,two year,69,no,no
39.25,2669,,18,no,no
115.46,5195.7,one year,35,yes,no
53.97,3184.23,one year,48,no,no
115.99,3131.73,month-to-month,8,no,no
68.05,2926.15,month-to-month,59,yes,no
36.27,1487.07,one year,26,no,yes
107.5,967.5,one year,43,no,no
93.82,6661.22,month-to-month,39,yes,yes
85.12,5362.56,one year,7,yes,no
106.02,6573.24,one year,39,,yes
68.75,1237.5,one year,61,yes,no
108.03,3132.87,month-to-month,17,no,no
109.03,5015.38,,69,no,yes
119.52,2031.84,,17,no,no
28.9,173.4,two year,36,yes,no
43.32,86.64,month-to-month,6,no,yes
65.56,917.84,two year,24,yes,no
73.36,1540.56,month-to-month,71,yes,no
84.06,5800.14,month-to-month,56,,yes
28.57,1714.2,one year,18,yes,no
26.49,26.49,one year,7,yes,yes
,316.36,month-to-month,36,yes,yes
109.26,5025.96,one year,16,yes,no
31.48,2014.72,month-to-month,26,no,yes
119.13,2739.99,month-to-month,38,no,yes
34.3,1749.3,one year,60,no,no
50.07,50.07,month-to-month,24,no,no
117.03,7489.92,month-to-month,28,yes,no
41.08,1930.76,two year,24,yes,no
76.55,5435.05,month-to-month,62,no,no
68.53,2467.08,one year,42,yes,yes
54.76,,month-to-month,3,yes,no
68.2,477.4,,38,yes,yes
106.81,3845.16,two year,7,,yes
46.86,3233.34,two year,67,yes,no
108.17,540.85,month-to-month,35,no,no
106.17,6476.37,month-to-month,35,yes,yes
73.42,513.94,two year,67,no,yes
87.62,2803.84,two year,8,no,yes
54.41,2992.55,month-to-month,6,no,no
66.34,2388.24,two year,61,no,no
57.1,1770.1,two year,58,yes,no
68.11,3405.5,month-to-month,11,no,no
,389.34,two year,59,no,no
31.99,607.81,one year,58,no,no
25.18,100.72,one year,5,no,no
91.41,91.41,,64,yes,no
83.35,583.45,month-to-month,25,yes,yes
59.62,596.2,month-to-month,45,no,no
80.4,3216,month-to-month,27,no,no
30.19,966.08,two year,58,no,no
49.87,1246.75,,48,yes,yes
108.87,5116.89,month-to-month,5,yes,no
65.93,3692.08,one year,70,yes,no
118.62,4863.42,two year,19,no,yes
38.64,270.48,two year,6,yes,no
46.23,2635.11,two year,24,yes,no
,682.22,two year,50,,no
74.56,1864,month-to-month,17,no,yes
92,3680,month-to-month,6,no,no
65.5,3668,month-to-month,67,no,no
27.59,496.62,one year,27,yes,no
73.55,1323.9,one year,12,no,yes
74.38,3198.34,month-to-month,31,no,no
45.79,2381.08,one year,18,yes,yes
90.97,6004.02,month-to-month,19,yes,no
,3828.12,month-to-month,35,no,yes
27.07,270.7,month-to-month,8,yes,no
119.54,3347.12,one year,23,yes,yes
60.2,3431.4,one year,28,yes,yes
51.66,2118.06,one year,1,no,no
43.41,217.05,two year,21,yes,no
33.52,201.12,one year,2,no,no
20.93,544.18,month-to-month,6,yes,no
50.78,1421.84,one year,5,yes,no
99.78,5088.78,month-to-month,11,,yes
32.69,555.73,month-to-month,30,no,no
32.71,,month-to-month,39,no,yes
36.22,2245.64,one year,60,yes,no
52.66,2317.04,month-to-month,41,no,no
109.95,1319.4,two year,37,no,no
118.83,4634.37,two year,61,,yes
86.15,5169,month-to-month,66,yes,no
110.63,3318.9,month-to-month,40,yes,no
63.44,3235.44,two year,53,no,yes
96.93,4652.64,one year,63,yes,yes
33.57,1947.06,one year,44,yes,no
82.77,2979.72,month-to-month,60,yes,no
100.61,7042.7,one year,51,no,yes
37.36,1344.96,one year,56,yes,no
34.14,990.06,month-to-month,47,yes,no
,5901.44,month-to-month,24,yes,yes
86.37,1641.03,month-to-month,6,no,no
83.11,1911.53,month-to-month,26,,yes
59.9,2635.6,month-to-month,56,no,no
80.05,5123.2,one year,18,yes,no
96.66,4833,two year,36,yes,yes
92.34,3416.58,two year,10,yes,yes
90.82,5721.66,month-to-month,11,no,yes
115.62,1156.2,month-to-month,15,yes,no
75.42,1282.14,one year,64,yes,no
84.2,3283.8,one year,14,yes,no
91.04,5826.56,month-to-month,66,,yes
94.05,6301.35,month-to-month,58,no,no
40.4,2626,one year,35,yes,yes
71.52,1144.32,two year,56,no,yes
88.83,3109.05,month-to-month,38,yes,no
97.98,3135.36,two year,16,no,no
54.99,2859.48,two year,24,yes,no
,248.91,two year,61,yes,no
100.24,3408.16,month-to-month,18,yes,no
51.69,310.14,month-to-month,12,no,yes
46.5,2929.5,month-to-month,59,no,no
,2428.16,month-to-month,44,yes,no
75.05,5178.45,two year,41,no,yes
103.12,4640.4,two year,47,yes,no
45.66,1004.52,one year,12,no,no
107.63,645.78,two year,9,yes,no
65.61,524.88,month-to-month,59,yes,yes
22.56,1218.24,month-to-month,41,yes,yes
67.85,,one year,27,no,no
51.28,2256.32,two year,34,yes,no
67.7,3723.5,month-to-month,29,yes,yes
100.57,1307.41,one year,23,yes,no
108.33,7583.1,two year,5,yes,no
54.13,1569.77,one year,10,no,no
30.06,1142.28,one year,69,,no
82.68,744.12,two year,49,no,no
77.43,1006.59,,44,no,yes
61.1,1833,two year,52,no,yes
93.08,4281.68,month-to-month,63,yes,no
91.6,2015.2,one year,29,no,yes
60.82,2432.8,month-to-month,55,yes,no
101.49,3247.68,month-to-month,45,yes,no
78.45,3922.5,month-to-month,2,yes,no
111.58,5021.1,one year,27,no,no
99.38,1987.6,one year,50,no,no
116.88,3623.28,month-to-month,60,no,no
102.13,102.13,month-to-month,38,no,no
50.73,1877.01,two year,8,yes,yes
89.32,1697.08,one year,38,yes,no
91.26,,two year,26,yes,yes
71.19,640.71,one year,48,yes,no
96.28,2792.12,month-to-month,30,no,no
86.35,4058.45,two year,25,,no
63.91,1725.57,month-to-month,47,,no
73.19,3439.93,two year,39,no,yes
75.18,75.18,one year,58,no,no
43.01,2623.61,two year,4,yes,yes
104.18,6250.8,,48,no,no
37.62,1354.32,month-to-month,37,yes,no
27.36,1313.28,two year,24,yes,yes
64.2,642,two year,63,no,no
117.55,1763.25,,61,yes,no
66.78,3071.88,two year,69,yes,yes
72.5,4930,month-to-month,2,no,yes
38.18,1298.12,month-to-month,64,no,no
53.13,3506.58,month-to-month,59,no,yes
113.37,680.22,two year,25,yes,no
61.54,1723.12,one year,9,no,no
38.16,954,month-to-month,59,yes,no
91.22,729.76,month-to-month,25,yes,yes
41.54,2118.54,two year,1,yes,no
95.75,2106.5,two year,39,no,no
116.99,467.96,one year,37,yes,no
87.12,1393.92,two year,17,no,no
22.81,410.58,month-to-month,7,yes,no
21.22,806.36,month-to-month,59,yes,yes
60.65,1516.25,two year,21,yes,yes
77.55,77.55,two year,2,no,no
100.43,1807.74,one year,17,yes,no
36.76,,month-to-month,30,no,no
20.08,220.88,two year,52,,yes
79.02,1501.38,one year,34,yes,no
117.59,6820.22,month-to-month,65,yes,no
101.71,3763.27,two year,29,no,no
118.37,4024.58,month-to-month,4,no,no
29.15,145.75,month-to-month,35,no,yes
66.37,2986.65,two year,23,yes,no
58.65,586.5,month-to-month,18,yes,no
74.28,4753.92,month-to-month,45,no,yes
77.51,2247.79,month-to-month,48,,no
44.19,1104.75,one year,40,no,yes
111.59,6806.99,,35,yes,yes
90.16,1442.56,one year,31,yes,no
,2685.69,month-to-month,27,no,no
113.19,1584.66,two year,3,yes,no
113.17,3281.93,one year,5,no,yes
44.07,2203.5,one year,4,yes,no
62.59,4443.89,month-to-month,45,no,no
79.3,1665.3,month-to-month,47,no,no
22.34,156.38,one year,11,yes,no
79.65,4380.75,month-to-month,51,yes,yes
20.71,1056.21,month-to-month,67,yes,yes
117.37,,one year,12,yes,yes
75.97,4558.2,month-to-month,49,yes,no
72.15,1803.75,one year,5,,yes
23.11,1016.84,one year,6,yes,no
64.71,2006.01,month-to-month,66,yes,no
20.53,636.43,one year,27,no,no
103.85,2180.85,two year,69,no,no
63.2,1011.2,two year,40,no,no
,6669.65,two year,5,no,no
92.95,2416.7,month-to-month,41,,no
56.44,1354.56,one year,35,yes,yes
68.25,3753.75,one year,4,yes,no
70.04,2661.52,month-to-month,26,,yes
29.44,147.2,two year,27,no,yes
95.03,950.3,,5,no,no
113.36,,,16,yes,no
103.41,5894.37,one year,12,no,no
50.71,2484.79,one year,55,,yes
74.14,2520.76,,10,,no
54.3,868.8,month-to-month,72,yes,no
97.8,880.2,one year,72,yes,no
52.1,1042,two year,65,no,no
37.12,2598.4,month-to-month,29,yes,no
95.49,4201.56,one year,42,,no
115.05,1495.65,one year,37,yes,no
94.23,1696.14,month-to-month,32,yes,yes
104.48,6791.2,month-to-month,52,no,no
53.42,2190.22,month-to-month,23,no,yes
40.23,1528.74,one year,16,yes,no
86.85,955.35,month-to-month,72,no,no
97.45,5457.2,month-to-month,43,no,no
57.55,978.35,month-to-month,53,yes,no
117.65,2941.25,one year,8,yes,yes
110.82,332.46,month-to-month,4,yes,no
50.23,753.45,two year,60,no,no
42.74,1111.24,two year,27,no,no
53.41,3578.47,one year,52,no,no
91.51,1921.71,one year,47,,no
92.89,4923.17,one year,71,yes,no
107.81,1940.58,one year,8,yes,no
31.39,1161.43,,20,,no
93.23,4661.5,month-to-month,21,yes,no
114.51,5954.52,month-to-month,65,no,no
41.16,1975.68,month-to-month,36,yes,no
82.35,1976.4,month-to-month,72,no,no
103.6,5594.4,month-to-month,38,yes,no
90.21,,month-to-month,21,no,yes
97.73,2931.9,month-to-month,31,yes,no
114.19,685.14,two year,49,yes,no
93.96,1315.44,one year,46,no,yes
103.33,5476.49,two year,52,no,no
118.66,6882.28,month-to-month,20,no,no
,2400.09,two year,39,yes,no
114.74,1376.88,month-to-month,23,yes,yes
101.8,,month-to-month,41,yes,no
54.02,2809.04,two year,30,no,no
101.11,3842.18,two year,21,yes,no
70.31,4077.98,month-to-month,39,yes,no
84.28,5646.76,month-to-month,26,no,no
62.98,4282.64,month-to-month,63,no,yes
65.22,847.86,month-to-month,40,yes,no
80.44,4826.4,month-to-month,17,no,no
35.64,1176.12,one year,43,no,no
47.91,622.83,two year,50,yes,yes
,986.58,month-to-month,60,no,no
85.52,5729.84,month-to-month,9,yes,no
55.09,991.62,month-to-month,64,yes,no
43.43,1259.47,two year,60,no,no
52.66,3686.2,month-to-month,43,yes,no
25.13,552.86,two year,6,yes,yes
106.34,5317,two year,11,no,no
108.37,3792.95,month-to-month,69,no,no
86.78,1648.82,one year,15,yes,no
70.69,3817.26,two year,20,no,no
53.73,3814.83,one year,39,yes,no
77.01,5005.65,one year,71,no,no
57.31,1604.68,month-to-month,62,yes,yes
23.86,1336.16,month-to-month,4,no,yes
99.56,4579.76,one year,67,yes,no
36.1,2382.6,one year,1,yes,yes
44.05,1057.2,month-to-month,3,no,yes
46.96,328.72,,22,no,no
44.15,706.4,two year,34,no,no
65.62,3281,month-to-month,9,,no
98.51,985.1,month-to-month,47,yes,no
45.81,962.01,month-to-month,70,yes,yes
98.63,6213.69,two year,56,no,no
52.05,520.5,month-to-month,69,yes,no
68.2,2387,two year,71,no,no
100.41,2209.02,month-to-month,13,yes,no
108.81,4461.21,one year,23,yes,no
25.82,645.5,month-to-month,12,no,no
99.91,1698.47,one year,27,yes,no
117.44,6341.76,one year,16,yes,yes
37.71,1093.59,one year,40,yes,no
66.73,1401.33,one year,21,no,no
53.27,2876.58,two year,8,no,yes
64.63,64.63,one year,54,yes,yes
70.59,3529.5,one year,63,yes,yes
88.79,4705.87,,46,yes,no
40.68,1545.84,two year,27,no,yes
95.7,4306.5,two year,17,no,yes
53.54,2944.7,,37,no,yes
49.75,1691.5,month-to-month,24,no,no
84.64,1354.24,two year,48,no,no
66.52,598.68,month-to-month,1,no,yes
33.98,1766.96,two year,62,no,yes
64.45,3286.95,month-to-month,52,,no
96.92,2423,two year,14,yes,no
35.37,2157.57,one year,41,no,no
47.68,905.92,one year,59,no,yes
34.94,349.4,month-to-month,27,yes,no
109.47,6896.61,two year,40,yes,yes
62.8,1695.6,month-to-month,8,no,yes
87.73,87.73,one year,34,yes,yes
82.8,828,two year,72,yes,no
108.09,324.27,one year,44,no,no
26.52,26.52,month-to-month,30,no,no
46.85,,two year,15,no,no
113.85,5578.65,month-to-month,52,,no
84.59,5921.3,month-to-month,70,no,no
59.15,946.4,month-to-month,48,yes,yes
77.98,4444.86,month-to-month,4,yes,no
48.2,3325.8,two year,58,yes,no
86.88,3040.8,two year,13,yes,no
51.76,,two year,44,yes,no
107.67,5921.85,month-to-month,58,yes,yes
118,944,two year,34,no,no
61.83,927.45,one year,68,yes,no
94.46,,two year,12,no,no
83.74,1758.54,,66,yes,no
55.48,2496.6,two year,38,no,no
96.78,2903.4,month-to-month,56,no,yes
77.21,3242.82,month-to-month,34,yes,no
92.54,5830.02,one year,44,yes,no
105.94,3601.96,one year,4,no,yes
30.67,1932.21,month-to-month,46,yes,yes
27.24,1334.76,two year,58,yes,no
43.11,2155.5,month-to-month,14,no,no
45.79,1648.44,one year,39,yes,yes
22.21,1021.66,one year,42,yes,yes
104.81,3563.54,two year,53,yes,yes
67.63,2231.79,month-to-month,11,yes,no
52.53,998.07,one year,68,yes,no
29.44,1678.08,one year,22,yes,no
103.03,721.21,two year,5,yes,yes
83.85,2767.05,one year,35,yes,no
78.14,1172.1,one year,59,no,no
113.86,7400.9,month-to-month,53,no,no
112.62,5067.9,two year,57,no,no
92.82,6126.12,two year,52,yes,no
102.5,1947.5,two year,43,no,no
,3389.97,month-to-month,61,no,no
71.42,1142.72,one year,62,no,no
86.49,778.41,two year,47,yes,no
85.7,5827.6,one year,12,yes,no
96.68,290.04,one year,17,no,no
33.37,433.81,one year,42,no,no
89.67,6366.57,month-to-month,30,no,yes
111.49,4794.07,two year,39,no,no
65.23,4370.41,month-to-month,55,yes,no
117.31,2698.13,one year,36,yes,yes
80.71,5649.7,one year,55,yes,no
104.18,5000.64,month-to-month,57,no,no
90.68,3627.2,month-to-month,70,no,no
67.51,4793.21,two year,11,no,yes
90.39,3796.38,month-to-month,1,yes,yes
56.26,,one year,25,no,no
100.54,2614.04,month-to-month,13,yes,no
81.52,1304.32,month-to-month,28,,no
98.08,5002.08,month-to-month,45,yes,no
75.88,3642.24,two year,52,no,no
85.14,1191.96,month-to-month,40,yes,no
32.8,951.2,one year,39,no,no
60.94,4204.86,two year,19,,no
82.84,3644.96,month-to-month,40,yes,no
90.56,2173.44,month-to-month,55,yes,yes
87.61,5519.43,one year,51,no,yes
44.32,2880.8,one year,29,yes,no
111.73,7597.64,month-to-month,6,no,no
34.28,2399.6,month-to-month,60,no,yes
61.29,3799.98,month-to-month,65,yes,no
20.44,1205.96,one year,53,,no
44.07,1983.15,month-to-month,24,yes,no
26.2,1519.6,month-to-month,62,yes,no
38.28,76.56,two year,15,yes,no
45.67,2237.83,one year,46,no,yes
45.22,587.86,one year,56,no,no
23.05,945.05,two year,10,yes,yes
49.8,1394.4,,55,yes,no
23.1,739.2,month-to-month,5,no,no
115.81,463.24,month-to-month,38,yes,no
101.18,6273.16,month-to-month,13,yes,no
100.27,3910.53,month-to-month,38,yes,no
39.2,1097.6,two year,72,yes,no
54.08,1027.52,one year,18,no,no
92.82,2970.24,month-to-month,23,no,no
44.47,2356.91,two year,13,yes,no
50.31,100.62,one year,3,,yes
84.83,84.83,month-to-month,22,no,no
101.92,5401.76,one year,65,,no
31.91,1404.04,month-to-month,57,no,yes
48.92,1907.88,month-to-month,56,yes,no
100.15,7110.65,one year,53,yes,yes
62.52,2875.92,month-to-month,26,no,no
81.09,1378.53,one year,65,yes,no
90.35,3794.7,two year,60,yes,yes
33.13,993.9,two year,57,yes,no
37.71,527.94,two year,16,yes,yes
55.17,3255.03,month-to-month,55,yes,yes
94.39,5191.45,two year,29,yes,no
76.77,4913.28,one year,26,yes,no
112.09,4483.6,month-to-month,51,yes,no
30.59,2110.71,two year,34,no,yes
112.7,5409.6,month-to-month,64,yes,no
29.24,58.48,one year,32,no,no
49.12,442.08,,22,no,yes
31.5,1323,month-to-month,57,yes,no
34.88,1778.88,one year,42,,yes
83.34,2916.9,,5,yes,yes
50.77,1980.03,month-to-month,42,,no
100.6,5231.2,one year,58,no,yes
34.94,1991.58,month-to-month,53,yes,no
73.12,2047.36,month-to-month,67,no,no
71.34,4280.4,one year,21,no,yes
108.24,2597.76,month-to-month,19,no,no
31.24,1749.44,,45,yes,no
45.98,2436.94,,41,no,no
37.08,1223.64,month-to-month,48,yes,no
30.7,1565.7,month-to-month,23,no,no
112.69,3380.7,one year,14,no,yes
41.2,206,month-to-month,2,no,yes
61.05,488.4,one year,46,,no
117.48,1644.72,month-to-month,65,,no
75.2,4436.8,month-to-month,32,yes,no
54.29,3746.01,month-to-month,39,yes,no
73.35,146.7,month-to-month,61,no,no
81.03,1134.42,two year,7,,no
47.37,2273.76,month-to-month,2,no,yes
67.38,2964.72,month-to-month,42,no,yes
115.97,8001.93,one year,26,yes,no
58.51,1579.77,one year,15,yes,no
83.6,1839.2,month-to-month,45,no,no
75.42,1206.72,month-to-month,18,no,yes
70.86,1204.62,two year,27,no,no
112.86,7335.9,month-to-month,19,no,no
41.87,2009.76,month-to-month,2,no,no
29.78,357.36,,54,no,no
102.83,2673.58,month-to-month,56,yes,no
25.85,853.05,,62,,no
119.43,597.15,one year,39,,no
26.67,1120.14,month-to-month,59,no,no
54.63,2294.46,one year,24,yes,no
58.61,820.54,two year,62,yes,no
95.42,3148.86,month-to-month,49,yes,no
43,2064,one year,47,no,yes
73.13,3071.46,month-to-month,44,yes,no
28.29,,month-to-month,19,yes,no
49.5,3267,,8,yes,no
114.36,5489.28,one year,32,yes,no
42.68,1280.4,one year,51,yes,yes
59.81,3169.93,month-to-month,1,yes,no
88.25,4324.25,two year,1,yes,yes
57.22,3890.96,month-to-month,21,yes,yes
71.62,4941.78,one year,41,yes,no
83.38,1500.84,month-to-month,56,no,yes
36.57,804.54,month-to-month,62,yes,no
80.18,2726.12,,53,yes,no
